speed,acceleration,temperature,battery_health,battery_life_minutes
57.454011884736246,0.9256646441930982,3.085284186795299,90.18108982626694,162.0551758798208
115.07143064099162,2.7095047368917906,2.3489399535999915,93.90044191574117,128.92479961639185
93.1993941811405,4.364729179382041,35.312729026051834,77.51403696377497,98.0448114513346
79.86584841970367,3.661124432047806,2.4773099924753055,88.74622298820996,120.43962310212194
35.601864044243655,4.032805739307249,3.5974863064315503,87.15237949431246,122.79943398440015
35.59945203362027,3.293916833553587,27.969913120898184,94.98491130364813,156.86277337630767
25.808361216819947,3.4613828225892624,12.486992122526999,97.18261181443782,152.4805697580356
106.61761457749351,4.2459782578265965,28.83552784775906,70.36470314432161,71.94295922725016
80.11150117432088,1.2483400442959298,-6.731692121780738,90.22059757176378,138.60887975458442
90.80725777960456,2.4471248182157024,14.378559683669216,71.55507397359187,99.37626972258063
22.058449429580243,1.1060472090980111,-8.319319990835869,86.46575995232068,150.61073463929478
116.99098521619943,4.938340039983235,-6.867339827232274,78.62898187131034,67.2637632245756
103.24426408004217,4.720296698433066,35.321872667220546,79.20329798566424,93.16255579311152
41.23391106782762,0.1971340568425295,-3.037731444120242,80.58875510357069,148.35836155473254
38.18249672071006,3.5278758625784423,16.621034113760857,88.6387734714883,132.2688967581267
38.34045098534338,4.626241587078329,10.554780130035326,80.02149897006308,111.4359764079749
50.42422429595377,0.9028767256366677,7.367166312942135,91.98097151770841,158.47840655210146
72.4756431632238,2.839726152763147,34.99166728436362,82.13582156721608,127.86534611325018
63.194501864211574,4.577441487940209,-8.908830161225525,72.05059600929876,67.58008554624081
49.12291401980419,0.1697298929289942,23.189484308779456,93.51279527452321,179.6791488337768
81.18528947223794,3.4871013362341996,38.16972171067752,78.57274973778118,121.88032241927765
33.94938606520418,1.4867450368627537,18.008409173092097,82.98300638797788,152.4960916165328
49.21446485352182,4.621980976882652,36.84112310165459,90.56331649665705,143.4551558793985
56.63618432936917,4.855291225826839,-7.387106035698812,79.97368471446136,93.32076158366385
65.6069984217036,4.721332445567169,10.939665953708069,71.69756968440147,76.45119922082236
98.51759613930136,2.371071083287319,3.0078895481025576,81.21763141038441,109.01927179851873
39.96737821583598,4.310213254946567,26.541048249036493,98.33345748082911,150.94409742637274
71.42344384136116,4.222746992675352,39.064854524862334,89.25203191895675,141.034862541378
79.24145688620425,1.5955023662162782,2.82650312221239,90.14437446001621,135.990596520983
24.645041271999773,4.144577370753387,22.708730073703727,88.9684646091292,144.92049661292202
80.75448519014384,0.1850381735774631,-0.09511836201299317,75.9697641687831,130.28001121428576
37.05241236872915,2.981349392410265,18.266512728580494,82.5500159230684,142.45217158428608
26.50515929852795,1.1500441864385151,13.19662433441681,92.52819395089955,170.15427745191647
114.88855372533332,0.602834428886394,38.60026648157685,73.04118692659478,128.44920748541486
116.56320330745594,0.3847660081460458,20.42636363482333,78.33558328269137,139.4759864917914
100.83973481164611,3.4814438793906985,7.475318604340938,78.2895732539756,92.16223818805238
50.46137691733707,1.6993748188403308,-4.295210755603332,82.96056782783518,123.96616777660246
29.767211400638388,3.6238338576438074,-2.4376585632532723,99.41106222826555,143.03474300873606
88.42330265121569,0.32678170399471185,1.2658464975617552,72.02507640051466,118.45182835880505
64.01524937396013,1.5764516891530516,2.5483330670149,85.56102983141786,128.01138345233167
32.20382348447788,2.697456461876686,32.53080289205689,75.38094046036632,128.52997543796124
69.51769101112703,3.953615824194818,18.061139414126245,99.12029636229232,149.06626282155625
23.43885211152184,1.5937625146603496,16.169545568718323,73.39910514182392,132.83957997209654
110.9320402078782,3.1294568821850453,-4.2615564065391265,82.10803007084773,99.63832537513285
45.877998160001695,4.429888741180935,33.00698466747175,92.13654954503818,143.82575384300662
86.2522284353982,3.0793159409115227,26.140715160424186,91.13663284082335,145.06912438869108
51.1711076089411,1.164797373768169,-6.61658190499992,82.68185910681797,130.29453933707796
72.00680211778108,0.1220039077826901,25.391754861488437,80.39572503858155,147.2802721024534
74.67102793432797,4.350494369504649,17.176910867132303,81.92837135658611,102.67564884503938
38.485445552552704,0.10634705425193569,-5.913732712661087,77.92828789475918,144.44156428421567
116.95846277645586,4.3735083634209975,12.915032076432823,76.159988161204,84.456862835453
